genome	bac120_taxon	bac120_parent_taxon	bac120_node	bac120_support	bac120_descendants	bac120_target_seeds	bac120_primary_seeds	scg165_taxon	scg165_parent_taxon	scg165_node	scg165_support	scg165_descendants	scg165_target_seeds	scg165_primary_seeds	rank	concordant_taxon	concordant_parent	dual_tree_support	assignment_confidence	decision
HIMB1552	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	643	0.84	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
HIMB1556	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	645	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1559	Ia.3.VI	Pelagibacteraceae	625	1	3	3	3	Ia.3.VI	Pelagibacteraceae	659	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1564	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1565	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
HIMB1573	Ia.3.VI	Pelagibacteraceae	624	0.99	4	4	4	Ia.3.VI	Pelagibacteraceae	651	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1577	Ia.3.VI	Pelagibacteraceae	634	1	2	2	2	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1587	Ia.3.VI	Pelagibacteraceae	625	1	3	3	3	Ia.3.VI	Pelagibacteraceae	660	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1593	Ia.3.VI	Pelagibacteraceae	629	0.98	3	3	3	Ia.3.VI	Pelagibacteraceae	617	0.98	40	40	40	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1597	Ia.3.VI	Pelagibacteraceae	625	1	3	3	3	Ia.3.VI	Pelagibacteraceae	660	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1602	Ia.3.VI	Pelagibacteraceae	612	0.98	50	50	50	Ia.3.VI	Pelagibacteraceae	624	0.98	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1611	Ia.3.VI	Pelagibacteraceae	657	0.83	2	2	2	Ia.3.VI	Pelagibacteraceae	648	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.83	topology_provisional	topology_provisional
HIMB1623	Ia.3.VI	Pelagibacteraceae	661	1	2	2	2	Ia.3.VI	Pelagibacteraceae	661	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1631	Ia.3.VI	Pelagibacteraceae	634	1	2	2	2	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1636	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	642	0.82	4	4	4	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.82	topology_provisional	topology_provisional
HIMB1641	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	643	0.84	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
HIMB1662	Ia.3.VI	Pelagibacteraceae	642	1	9	9	9	Ia.3.VI	Pelagibacteraceae	638	1	9	9	9	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1685	Ia.3.VI	Pelagibacteraceae	622	0.97	3	3	3	Ia.3.VI	Pelagibacteraceae	658	0.99	4	4	4	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.97	topology_high	topology_high
HIMB1695	Ia.3.VI	Pelagibacteraceae	650	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	654	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1701	Ia.3.VI	Pelagibacteraceae	631	0.77	3	3	3	Ia.3.VI	Pelagibacteraceae	628	0.85	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.77	topology_provisional	topology_provisional
HIMB1702	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	645	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1709	Ia.3.VI	Pelagibacteraceae	661	1	2	2	2	Ia.3.VI	Pelagibacteraceae	661	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1710	Ia.3.VI	Pelagibacteraceae	645	0.99	6	6	6	Ia.3.VI	Pelagibacteraceae	641	0.96	5	5	5	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.96	topology_high	topology_high
HIMB1715	Ia.3.VI	Pelagibacteraceae	632	0.92	2	2	2	Ia.3.VI	Pelagibacteraceae	623	0.98	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.92	topology_provisional	topology_provisional
HIMB1723	Ia.3.VI	Pelagibacteraceae	641	0.92	10	10	10	Ia.3.VI	Pelagibacteraceae	637	1	10	10	10	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.92	topology_provisional	topology_provisional
HIMB1746	Ia.3.VI	Pelagibacteraceae	652	0.55	7	7	7	Ia.3.VI	Pelagibacteraceae	653	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.55	topology_provisional	topology_provisional
HIMB1748	Ia.3.VI	Pelagibacteraceae	643	1	8	8	8	Ia.3.VI	Pelagibacteraceae	640	1	6	6	6	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1758	Ia.3.VI	Pelagibacteraceae	657	0.83	2	2	2	Ia.3.VI	Pelagibacteraceae	649	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.83	topology_provisional	topology_provisional
HIMB1765	Ia.3.VI	Pelagibacteraceae	627	0.8	3	3	3	Ia.3.VI	Pelagibacteraceae	621	0.98	5	5	5	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.8	topology_provisional	topology_provisional
HIMB1770	Ia.3.VI	Pelagibacteraceae	639	0.99	3	3	3	Ia.3.VI	Pelagibacteraceae	636	0.99	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1782	Ia.3.VI	Pelagibacteraceae	633	0.76	3	3	3	Ia.3.VI	Pelagibacteraceae	628	0.85	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.76	topology_provisional	topology_provisional
HIMB1835	Ia.4.II	Pelagibacteraceae	793	0.75	2	2	2	Ia.4.II	Pelagibacteraceae	790	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.75	topology_provisional	topology_provisional
HIMB1838	Ia.4.II	Pelagibacteraceae	801	0.95	2	2	2	Ia.4.II	Pelagibacteraceae	798	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.95	topology_high	topology_high
HIMB1863	Ia.4.II	Pelagibacteraceae	794	0.74	3	2	2	Ia.4.II	Pelagibacteraceae	791	0.88	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.74	topology_provisional	topology_provisional
HIMB2104	Ia.4.II	Pelagibacteraceae	790	0.96	2	2	2	Ia.4.II	Pelagibacteraceae	791	0.88	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
HIMB2187	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
HIMB2200	Ia.4.II	Pelagibacteraceae	790	0.96	2	2	2	Ia.4.II	Pelagibacteraceae	788	1	4	4	4	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.96	topology_high	topology_high
HIMB2201	Ia.3.V	Pelagibacteraceae	599	0.71	3	2	2	Ia.3.V	Pelagibacteraceae	590	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.71	topology_provisional	topology_provisional
HIMB2204	Ia.4.II	Pelagibacteraceae	803	1	2	2	2	Ia.4.II	Pelagibacteraceae	801	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB2211	Ia.3.VI	Pelagibacteraceae	660	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	627	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB2215	Ia.4.II	Pelagibacteraceae	793	0.75	2	2	2	Ia.4.II	Pelagibacteraceae	800	0.89	3	3	3	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.75	topology_provisional	topology_provisional
HIMB2226	Ia.4.N5	Pelagibacteraceae	738	0.98	3	2	2	Ia.4.N5	Pelagibacteraceae	723	1	19	15	15	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB2250	Ia.3.V	Pelagibacteraceae	591	0.92	4	3	3	Ia.3.V	Pelagibacteraceae	589	0.89	3	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.89	topology_provisional	topology_provisional
HIMB2304	Ia.3.V	Pelagibacteraceae	590	0.86	2	2	2	Ia.3.V	Pelagibacteraceae	597	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
HIMB2305	Ib.1	Pelagibacteraceae	947	1	8	6	6	Ib.1	Pelagibacteraceae	946	1	8	6	6	Genus_Subclade	Ib.1	Pelagibacteraceae	1	topology_high	topology_high
HIMB4	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	Genus_Subclade	Ia.3.III	Pelagibacteraceae	1	topology_high	topology_high
HIMB5	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HTCC1002	Ia.1.I	Pelagibacteraceae	829	0.9	3	3	3	Ia.1.I	Pelagibacteraceae	834	1	3	3	3	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
HTCC1013	Ia.1.I	Pelagibacteraceae	830	0.9	2	2	2	Ia.1.I	Pelagibacteraceae	835	1	2	2	2	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
HTCC1016	Ia.1.I	Pelagibacteraceae	828	1	4	4	4	Ia.1.I	Pelagibacteraceae	833	1	4	4	4	Genus_Subclade	Ia.1.I	Pelagibacteraceae	1	topology_high	topology_high
HTCC1040	Ia.1.I	Pelagibacteraceae	827	1	5	5	5	Ia.1.I	Pelagibacteraceae	832	1	5	5	5	Genus_Subclade	Ia.1.I	Pelagibacteraceae	1	topology_high	topology_high
HTCC1062	Ia.1.I	Pelagibacteraceae	830	0.9	2	2	2	Ia.1.I	Pelagibacteraceae	835	1	2	2	2	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
HTCC7211	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	Genus_Subclade	Ia.3.I	Pelagibacteraceae	1	topology_high	topology_high
HTCC7214	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	Ia.3.I	Pelagibacteraceae	702	1	3	3	3	Genus_Subclade	Ia.3.I	Pelagibacteraceae	1	topology_high	topology_high
HTCC7217	Ia.3.I	Pelagibacteraceae	701	1	4	4	4	Ia.3.I	Pelagibacteraceae	703	1	2	2	2	Genus_Subclade	Ia.3.I	Pelagibacteraceae	1	topology_high	topology_high
HTCC8051	Ia.3.IV	Pelagibacteraceae	697	1	5	3	3	Ia.3.IV	Pelagibacteraceae	697	1	5	3	3	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
HTCC9022	Ia.3.IV	Pelagibacteraceae	696	1	6	4	4	Ia.3.IV	Pelagibacteraceae	696	1	6	4	4	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
HTCC9565	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
IMCC9063	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	Genus_Subclade	IIIa.3	Fontibacteriaceae	1	topology_high	topology_high
LSUCC0261	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	IIIa.3	Fontibacteriaceae	1053	1	2	2	2	Genus_Subclade	IIIa.3	Fontibacteriaceae	1	topology_high	topology_high
LSUCC0664	IIIa.1	Fontibacteriaceae	1045	1	9	4	4	IIIa.1	Fontibacteriaceae	1045	1	9	4	4	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
LSUCC0723	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
ME-17	IIIb.8	Fontibacteriaceae	1058	1	3	3	3	IIIb.8	Fontibacteriaceae	1058	0.99	2	2	2	Genus_Subclade	IIIb.8	Fontibacteriaceae	0.99	topology_high	topology_high
ME-18	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	Genus_Subclade	IIIb.8	Fontibacteriaceae	1	topology_high	topology_high
ME-20	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	IIIb.8	Fontibacteriaceae	1059	1	2	2	2	Genus_Subclade	IIIb.8	Fontibacteriaceae	1	topology_high	topology_high
ME-31	IIIb.8	Fontibacteriaceae	1056	1	5	5	5	IIIb.8	Fontibacteriaceae	1058	0.99	2	2	2	Genus_Subclade	IIIb.8	Fontibacteriaceae	0.99	topology_high	topology_high
ME-33	IIIb.8	Fontibacteriaceae	1057	1	4	4	4	IIIb.8	Fontibacteriaceae	1057	0.99	3	3	3	Genus_Subclade	IIIb.8	Fontibacteriaceae	0.99	topology_high	topology_high
MED-G40	IIa.A	Cosmipelagibacteraceae	1029	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1029	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
MED1116	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
MKE-138	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	Genus_Subclade	IIIb.9	Fontibacteriaceae	1	topology_high	topology_high
MiE-29	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	IIIb.9	Fontibacteriaceae	1060	1	2	2	2	Genus_Subclade	IIIb.9	Fontibacteriaceae	1	topology_high	topology_high
NP1	Ia.1.I	Pelagibacteraceae	826	1	6	6	6	Ia.1.I	Pelagibacteraceae	831	1	6	6	6	Genus_Subclade	Ia.1.I	Pelagibacteraceae	1	topology_high	topology_high
RIS-SAG-41	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
RS39	Ia.4.N5	Pelagibacteraceae	726	1	2	2	2	Ia.4.N5	Pelagibacteraceae	729	1	3	3	3	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
RS40	Ib.1	Pelagibacteraceae	948	0.96	7	5	5	Ib.1	Pelagibacteraceae	948	1	5	3	3	Genus_Subclade	Ib.1	Pelagibacteraceae	0.96	topology_high	topology_high
SAG-MED05	IIa.B	Cosmipelagibacteraceae	1023	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1023	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
SAG-MED06	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
SAG-MED08	Ia.3.VII	Pelagibacteraceae	686	0.9	2	2	2	Ia.3.VII	Pelagibacteraceae	682	0.9	3	3	3	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.9	topology_provisional	topology_provisional
SAG-MED11	Ia.4.N2	Pelagibacteraceae	748	0.67	5	3	3	Ia.4.N2	Pelagibacteraceae	752	1	2	2	2	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.67	topology_provisional	topology_provisional
SAG-MED22	Ia.3.VII	Pelagibacteraceae	664	0.99	28	28	24	Ia.3.VII	Pelagibacteraceae	689	1	5	3	3	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.99	topology_high	topology_high
SAG-MED28	IIa.B	Cosmipelagibacteraceae	992	1	12	12	12	IIa.B	Cosmipelagibacteraceae	1002	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
SAG-MED50	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Ia.3.IV	Pelagibacteraceae	698	1	4	2	2	Genus_Subclade	Ia.3.IV	Pelagibacteraceae	1	topology_high	topology_high
SP27	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
Uisw_090	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_092	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_094	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_099_02	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_101	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_104	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_106	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_113	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_114	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_116	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_121	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_127	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_130	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_134_02	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	NA	NA	NA	NA	NA	NA	NA	Genus_Subclade	NA	NA	NA	NA	bac120_only
Uisw_136	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
Uisw_137	Ia.1.I	Pelagibacteraceae	821	1	24	7	7	Ia.1.I	Pelagibacteraceae	822	0.97	23	7	7	Genus_Subclade	Ia.1.I	Pelagibacteraceae	0.97	topology_high	topology_high
AG-390-M02	NA	NA	NA	NA	NA	NA	NA	Ia.4.N2	Pelagibacteraceae	749	1	7	4	4	Genus_Subclade	NA	NA	NA	NA	SAR11_165_only
AG-893-P02	NA	NA	NA	NA	NA	NA	NA	Ib.N10	Pelagibacteraceae	957	1	3	2	2	Genus_Subclade	NA	NA	NA	NA	SAR11_165_only
AG-907-E04	NA	NA	NA	NA	NA	NA	NA	Ib.2.N9	Pelagibacteraceae	985	1	2	2	2	Genus_Subclade	NA	NA	NA	NA	SAR11_165_only
AG-914-A09	NA	NA	NA	NA	NA	NA	NA	Ib.2.N9	Pelagibacteraceae	985	1	2	2	2	Genus_Subclade	NA	NA	NA	NA	SAR11_165_only
AG-917-O20	NA	NA	NA	NA	NA	NA	NA	Ia.4.II	Pelagibacteraceae	794	0.88	9	8	8	Genus_Subclade	NA	NA	NA	NA	SAR11_165_only
