genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-916-M15	1131288	29.9	35	69062	2183	104976	1199	261	296.87989991659714	641.3999999999996	1500	88.15679733110926	60.30025020850709	88.90742285237698	92.24353628023353	85.54	0.01	Neural Network (Specific Model)	11	0.962	69062	295.00648824006487	1131288	0.3	1233	35	104976	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-N14	1273736	28.99	23	119732	2088	235559	1344	272	299.19419642857144	628.9499999999994	1501	87.05357142857143	59.59821428571429	89.13690476190477	91.96428571428571	92.62	0.08	Neural Network (Specific Model)	11	0.964	119732	299.3913994169096	1273736	0.29	1372	23	235559	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-O13	1078715	29.72	13	335405	2156	386053	1146	268	300.3961605584642	639.5	1508	89.26701570680629	62.390924956369986	90.31413612565446	93.45549738219894	93.09	0.01	Neural Network (Specific Model)	11	0.966	335405	301.77402597402596	1078715	0.3	1155	13	386053	None	High completeness	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-O20	1215504	29.52	41	81998	2146	148426	1267	282	302.3733228097869	630	1498	88.31886345698501	60.6156274664562	90.05524861878453	92.97553275453828	86.73	0.07	Neural Network (Specific Model)	11	0.965	81998	300.6528735632184	1215504	0.3	1305	41	148426	None	Medium completeness	I	Ib	Ib.2.a	Ib.2.I	Pelagibacterales	Pelagibacteraceae	Stellipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-B07	1086696	28.84	19	247391	2080	298391	1148	265	301.2073170731707	664.1999999999989	1585	87.97909407665504	60.10452961672473	88.32752613240417	91.72473867595818	95.78	0.05	Neural Network (Specific Model)	11	0.965	247391	299.865811965812	1086696	0.29	1170	19	298391	None	High completeness	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-C08	1216429	29.7	23	189021	2570	224075	1295	266	295.8996138996139	623.3	1500	86.33204633204633	59.07335907335908	87.87644787644787	90.5019305019305	93.83	0	Neural Network (Specific Model)	11	0.96	189021	295.9371212121212	1216429	0.3	1320	23	224075	None	High completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-C11	1126265	29.79	33	65710	2084	171475	1186	267.5	296.924957841484	620.5	1390	87.85834738617201	59.94940978077572	89.12310286677909	91.8212478920742	88.35	0.06	Neural Network (Specific Model)	11	0.961	65710	298.06013179571664	1126265	0.3	1214	33	171475	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D03	1275888	29.03	30	112388	2597	256817	1354	271	298.63367799113735	640.3499999999999	1498	86.04135893648449	57.09010339734121	87.51846381093058	90.47267355982275	97.05	0.11	Neural Network (Specific Model)	11	0.968	112388	297.67267483777937	1275888	0.29	1387	30	256817	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D09	1216591	29.71	33	76456	2329	127757	1228	272.5	311.7027687296417	678.9499999999996	3308	89.73941368078175	60.586319218241044	89.57654723127035	92.67100977198697	87.92	0.44	Neural Network (Specific Model)	11	0.967	76456	312.2452380952381	1216591	0.3	1260	33	127757	None	Medium completeness	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D14	1230808	29.36	48	64757	2106	117691	1287	270	298.4716394716395	643.5000000000002	1498	86.55788655788655	57.26495726495726	87.56798756798757	90.52059052059052	92.39	0.34	Neural Network (Specific Model)	11	0.963	64757	296.961797752809	1230808	0.29	1335	48	117691	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D23	1234882	29.5	27	130658	2197	215460	1309	266	299.43697478991595	675.5999999999999	1498	85.17952635599696	57.52482811306341	86.93659281894575	89.53399541634836	91.33	0.11	Neural Network (Specific Model)	11	0.967	130658	298.87125748502996	1234882	0.29	1336	27	215460	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-E05	1205625	29.46	31	86310	3135	152516	1268	265	298.8517350157729	673.1999999999989	1617	87.30283911671924	57.49211356466877	87.77602523659306	90.53627760252367	85.84	0.06	Neural Network (Specific Model)	11	0.961	86310	300.10534469403564	1205625	0.29	1291	31	152516	None	Medium completeness	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-E14	900675	29.95	28	67931	2311	121797	953	263	296.3746065057712	640.1999999999999	1498	89.19202518363065	63.58866736621196	90.7660020986359	93.49422875131165	85.9	0.03	Neural Network (Specific Model)	11	0.97	67931	297.4775967413442	900675	0.3	982	28	121797	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-F16	1162775	29.13	30	147447	2073	156182	1224	264	300.2802287581699	655.3999999999996	1541	88.0718954248366	60.049019607843135	89.70588235294117	92.40196078431373	96.2	0.01	Neural Network (Specific Model)	11	0.964	147447	299.6466826538769	1162775	0.29	1251	30	156182	None	High completeness	I	Ib	Ib.2.b	Ib.2.N10	Pelagibacterales	Pelagibacteraceae	Fususpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-F18	1079329	29.74	15	163577	2137	325155	1155	264	296.9748917748918	642.3	1498	85.62770562770564	61.212121212121204	87.87878787878788	90.82251082251082	94.85	0.01	Neural Network (Specific Model)	11	0.966	163577	296.92936170212766	1079329	0.3	1175	15	325155	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-I17	1176634	29.87	14	311940	3204	563189	1209	282	308.5558312655087	639.7999999999997	1500	88.91645988420181	60.8767576509512	89.0818858560794	92.47311827956989	85.12	0.06	Neural Network (Specific Model)	11	0.961	311940	309.3371522094926	1176634	0.3	1222	14	563189	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-J06	1205267	29.25	29	118977	2310	202769	1275	272	299.64862745098037	637.3	1501	88.94117647058823	60.62745098039216	89.9607843137255	93.17647058823529	89.89	0.09	Neural Network (Specific Model)	11	0.969	118977	300.940632228219	1205267	0.29	1297	29	202769	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-K06	1189543	29.47	20	299169	2055	315274	1250	269.5	302.3216	676.55	1501	88.16000000000001	61.839999999999996	89.03999999999999	91.84	96.81	0.03	Neural Network (Specific Model)	11	0.964	299169	301.8692913385827	1189543	0.29	1270	20	315274	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-K20	1027199	29.57	11	173262	2069	472256	1076	272	305.22026022304834	641.25	1498	89.77695167286245	64.86988847583643	90.98513011152416	93.21561338289963	94.79	0	Neural Network (Specific Model)	11	0.966	173262	305.09099264705884	1027199	0.3	1088	11	472256	None	High completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-M15	1063557	28.82	26	87314	2092	183884	1122	258	299.1577540106952	678.9000000000001	1620	87.96791443850267	61.05169340463458	88.68092691622104	91.97860962566845	89.37	0	Neural Network (Specific Model)	11	0.964	87314	298.08601216333625	1063557	0.29	1151	26	183884	None	Medium completeness	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-M22	1126299	29.76	38	56570	2109	221692	1185	264	296.61350210970465	622.5999999999999	1500	87.34177215189874	60.84388185654008	88.27004219409282	91.30801687763713	85.92	0	Neural Network (Specific Model)	11	0.961	56570	297.4506578947368	1126299	0.3	1216	38	221692	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-O20	1106646	29.83	32	69913	2363	204809	1144	264	304.5777972027972	678.6999999999998	5878	87.67482517482517	61.18881118881119	87.93706293706293	91.08391608391608	90.45	0.02	Neural Network (Specific Model)	11	0.966	69913	304.48807495741056	1106646	0.3	1174	32	204809	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-P07	1162448	29.7	37	78954	2417	202193	1219	267	298.3625922887613	637.0999999999999	1432	88.1870385561936	60.86956521739131	89.74569319114028	92.28876127973749	87.97	0.05	Neural Network (Specific Model)	11	0.961	78954	297.3399681528662	1162448	0.3	1256	37	202193	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-B06	1150377	29.72	32	98257	2071	332127	1175	286	308.26978723404255	648.1999999999998	3258	87.65957446808511	60.68085106382979	89.53191489361703	92.42553191489363	92.23	0.02	Neural Network (Specific Model)	11	0.967	98257	307.8038079470199	1150377	0.3	1208	32	332127	None	High completeness	I	Ib	Ib.2.a	Ib.2.N7	Pelagibacterales	Pelagibacteraceae	Parvipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-E02	1261292	29.38	26	139783	2013	293732	1311	279	304.51334858886344	651	1498	88.63463005339436	60.56445461479787	90.08390541571319	92.7536231884058	91.67	0.13	Neural Network (Specific Model)	11	0.966	139783	304.2725914861837	1261292	0.29	1339	26	293732	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-G06	1212273	29.43	13	199075	2035	259158	1267	272	304.09076558800314	641	1682	88.39779005524862	60.773480662983424	88.95027624309392	92.26519337016575	95.71	0.16	Neural Network (Specific Model)	11	0.965	199075	305.3434816549571	1212273	0.29	1281	13	259158	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-G15	1219305	29.46	27	128515	2123	237369	1249	271	309.43634907926344	690.5999999999999	2921	89.03122497998399	59.96797437950361	89.35148118494796	92.71417133706964	89.08	0.31	Neural Network (Specific Model)	11	0.966	128515	307.58125	1219305	0.29	1280	27	237369	None	Medium completeness	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-G22	1358899	28.98	25	197824	2035	490095	1407	283	306.8415067519545	647.8000000000002	1498	88.84150675195451	59.20398009950249	89.48116560056859	92.67945984363894	99.33	0.05	Neural Network (Specific Model)	11	0.968	197824	307.59090909090907	1358899	0.29	1430	25	490095	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-K09	1155979	29.89	19	218186	2033	360188	1222	274	300.6022913256956	637	1500	89.60720130932897	62.19312602291326	90.18003273322422	93.20785597381342	90.07	0.05	Neural Network (Specific Model)	11	0.962	218186	299.6003223207091	1155979	0.3	1241	19	360188	None	High completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-K13	1271315	29.18	37	72577	2217	205514	1335	274	300.9940074906367	649	1380	88.61423220973784	59.7752808988764	90.11235955056179	93.10861423220975	95.04	0.84	Neural Network (Specific Model)	11	0.967	72577	301.27346041055716	1271315	0.29	1364	37	205514	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
