genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_SAR11_165_crown_node	Subclade_SAR11_165_crown_node	Genus_SAR11_165_crown_node	Family_SAR11_165_crown_support	Subclade_SAR11_165_crown_support	Genus_SAR11_165_crown_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
HIMB1565	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	SAR11_165 crown interpolation (high confidence)	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	topology_high	direct_literature	direct_literature	direct_literature	NA	1049	NA	NA	1	NA	NA	NA	NA
HIMB1517	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	SAR11_165 crown interpolation (high confidence)	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	topology_high	direct_literature	direct_literature	direct_literature	NA	1049	NA	NA	1	NA	NA	NA	NA
LSUCC0723	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSUCC0664	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-A09	III	SAG	IIIa.2	Fontibacteriaceae	NA	NA	IIIa.2	IIIa.2	Fontibacteriaceae	NA	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	NA	direct_literature	direct_literature	NA	NA	NA	1043	NA	NA	1	NA	NA	NA	NA
AG-907-B09	III	SAG	IIIa.2	Fontibacteriaceae	NA	NA	IIIa.2	IIIa.2	Fontibacteriaceae	NA	NA	SAR11_165 validation of prior lineage assignment (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	NA	1042	1043	NA	1	1	NA	NA	NA	NA
MED602	III	MAG	IIIa.2	Fontibacteriaceae	NA	NA	IIIa.2	IIIa.2	Fontibacteriaceae	NA	NA	SAR11_165 validation of prior lineage assignment (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	NA	1042	1043	NA	1	1	NA	NA	NA	NA
IMCC9063	III	isolate	IIIa.3	Fontibacteriaceae	NA	NA	IIIa.3	IIIa.3	Fontibacteriaceae	NA	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	NA	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSUCC0261	III	isolate	IIIa.3	Fontibacteriaceae	NA	NA	IIIa.3	IIIa.3	Fontibacteriaceae	NA	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	NA	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSUCC0530	III	isolate	IIIb.16	Fontibacteriaceae	Fontibacterium	commune	IIIb.16	IIIb.16	Fontibacteriaceae	Fontibacterium	commune	Fernandes et al. 2025 genomes	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME-33	III	isolate	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	IIIb.8	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME-31	III	isolate	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	IIIb.8	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME-17	III	isolate	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	IIIb.8	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME-20	III	isolate	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	IIIb.8	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
ME-18	III	isolate	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	IIIb.8	IIIb.8	Fontibacteriaceae	Fontibacterium	medardense	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
MiE-29	III	isolate	IIIb.9	Fontibacteriaceae	Fontibacterium	abundans	IIIb.9	IIIb.9	Fontibacteriaceae	Fontibacterium	abundans	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
MKE-138	III	isolate	IIIb.9	Fontibacteriaceae	Fontibacterium	abundans	IIIb.9	IIIb.9	Fontibacteriaceae	Fontibacterium	abundans	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	Fernandes et al. 2025 genomes	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-G06	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-A11	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-900-K14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-B15	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-D15	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-896-A02	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-O02	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-D16	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-895-F07	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-L11	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-G09	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-N17	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-C21	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-E02	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-M03	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-M06	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-J04	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-I21	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-901-G03	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-P09	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-F15	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-457-M14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-P14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-900-M14	IV	SAG	IV	NA	NA	NA	IV	IV	NA	NA	NA	Retained legacy classification outside harmonization scope	NA	NA	NA	retained_legacy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-G11	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-K15	I	SAG	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	768	768	768	1	1	1	NA	NA	NA
AAA795-D22	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AG-447-O23	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AG-426-P08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AH-321-N11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AH-324-K07	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AG-390-O04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	706	NA	NA	1	NA	NA	NA	NA	NA
AG-325-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	717	NA	NA	1	NA	NA	NA	NA	NA
AG-359-P18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	717	NA	NA	1	NA	NA	NA	NA	NA
SAG-MED13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	717	NA	NA	1	NA	NA	NA	NA	NA
AG-325-L02	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
SAG-MED47	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-325-L05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-390-M07	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
SAG-MED01	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-333-D08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-447-N08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-410-L19	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AG-447-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	802	NA	NA	1	NA	NA	NA	NA	NA
AG-359-F04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-426-I10	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-410-K05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-892-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-914-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-447-L14	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-893-P10	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	744	NA	NA	1	NA	NA	NA	NA	NA
AG-325-G21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-430-G11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-916-J11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-913-C02	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-390-G13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-439-C18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-333-K06	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-430-J21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-892-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-895-G15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-414-B08	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-439-B12	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-439-E23	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-426-C04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-439-G19	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-905-E11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	876	NA	NA	1	NA	NA	NA	NA	NA
AG-913-O18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	876	NA	NA	1	NA	NA	NA	NA	NA
AG-426-K09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	876	NA	NA	1	NA	NA	NA	NA	NA
AG-447-N21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-404-J20	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-898-P13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-920-I23	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-404-B04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	547	NA	NA	1	NA	NA	NA	NA	NA
AG-333-N15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-365-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-365-O14	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-404-O05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-430-K07	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-892-L05	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-414-L04	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-464-P13	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-404-O18	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-430-B09	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	551	NA	NA	1	NA	NA	NA	NA	NA
AG-430-A11	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	555	NA	NA	1	NA	NA	NA	NA	NA
