accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A0A2B760	OG0001583	Homologous structure reference	LigC	RfaB	polysaccharide biosynthesis protein PslH	Glyco_trans_1_4,Glyco_transf_4,DNA_ligase_A_M,Glyco_trans_1_2,DNA_ligase_OB_2	SP27_00774	SP27		COG1793	52
A2BTR1	OG0001583	Homologous structure reference	LigC	RfaB	polysaccharide biosynthesis protein PslH	Glyco_trans_1_4,Glyco_transf_4,DNA_ligase_A_M,Glyco_trans_1_2,DNA_ligase_OB_2	SP27_00774	SP27		COG1793	51.7
A2BZ66	OG0001583	Homologous structure reference	LigC	RfaB	polysaccharide biosynthesis protein PslH	Glyco_trans_1_4,Glyco_transf_4,DNA_ligase_A_M,Glyco_trans_1_2,DNA_ligase_OB_2	SP27_00774	SP27		COG1793	52.8
Q7UZI6	OG0001583	Homologous structure reference	LigC	RfaB	polysaccharide biosynthesis protein PslH	Glyco_trans_1_4,Glyco_transf_4,DNA_ligase_A_M,Glyco_trans_1_2,DNA_ligase_OB_2	SP27_00774	SP27		COG1793	53.2
A0A226HDE6	OG0001585	Homologous structure reference	LeuA	LeuA	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	HMGL-like,DmpG_comm	AG-426-I10_00894	AG-426-I10	K01666	COG0119	63
A0A4R0N803	OG0001585	Homologous structure reference	LeuA	LeuA	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	HMGL-like,DmpG_comm	AG-426-I10_00894	AG-426-I10	K01666	COG0119	62.7
A0A4R9LN00	OG0001585	Homologous structure reference	LeuA	LeuA	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	HMGL-like,DmpG_comm	AG-426-I10_00894	AG-426-I10	K01666	COG0119	63.5
A0A9X2ZF57	OG0001585	Homologous structure reference	LeuA	LeuA	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]	HMGL-like,DmpG_comm	AG-426-I10_00894	AG-426-I10	K01666	COG0119	63
A0A6H1Q1L0	OG0001586	Close sequence match	YcsI	YcsI	D-glutamate cyclase [EC:4.2.1.48]	D-Glu_cyclase	NP1_00566	NP1	K22210	COG4336	100
Q4FMV9	OG0001586	Close sequence match	YcsI	YcsI	D-glutamate cyclase [EC:4.2.1.48]	D-Glu_cyclase	HTCC1013_00264	HTCC1013	K22210	COG4336	100
A0A3A5KB16	OG0001587	Homologous structure reference	QdoI	QdoI	No Annotation	Cupin_2	AG-447-N21_01225	AG-447-N21		COG1917	31.5
A0A8E2WC23	OG0001587	Homologous structure reference	QdoI	QdoI	No Annotation	Cupin_2	AG-404-P13_00697	AG-404-P13		COG1917	32.8
B4SBK8	OG0001587	Homologous structure reference	QdoI	QdoI	No Annotation	Cupin_2	AG-337-C09_01093	AG-337-C09		COG1917	30.6
L0KPR4	OG0001587	Homologous structure reference	QdoI	QdoI	No Annotation	Cupin_2	AG-895-F17_00796	AG-895-F17		COG1917	30.4
A0A097ESS7	OG0001588	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2,Glycos_transf_1,Epimerase	HIMB1420_00707	HIMB1420		COG0463	61.3
A0A0F9F3Q2	OG0001588	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2,Glycos_transf_1,Epimerase	HIMB1420_00707	HIMB1420		COG0463	59.6
A0AB73MKV9	OG0001588	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2,Glycos_transf_1,Epimerase	HIMB1420_00707	HIMB1420		COG0463	61.3
M3GWT2	OG0001588	Homologous structure reference	WcaA	WcaA	No Annotation	Glycos_transf_2,Glycos_transf_1,Epimerase	HIMB1420_00707	HIMB1420		COG0463	60.2
A0A6H1Q342	OG0001589	Close sequence match	AidA	AidA	No Annotation	No Annotation	NP1_01232	NP1		COG3468	100
A0A6H1Q3E6	OG0001589	Close sequence match		AidA	No Annotation	No Annotation	NP1_01241	NP1			100
A0A0M7ACY7	OG0001590	Homologous structure reference	HisJ	HisJ	polar amino acid transport system substrate-binding protein	SBP_bac_3	AG-404-O18_00302	AG-404-O18		COG0834	67.4
A0A327JH87	OG0001590	Homologous structure reference	HisJ	HisJ	polar amino acid transport system substrate-binding protein	SBP_bac_3	HIMB1685_00573	HIMB1685	K02030	COG0834	54.7
A0A381U6S3	OG0001590	Homologous structure reference	HisJ	HisJ	polar amino acid transport system substrate-binding protein	SBP_bac_3	HIMB1485_01154	HIMB1485		COG0834	70.3
A0A917AML6	OG0001590	Homologous structure reference	HisJ	HisJ	polar amino acid transport system substrate-binding protein	SBP_bac_3	AG-390-G13_00140	AG-390-G13		COG0834	68.7
A4GJQ3	OG0001591	Close sequence match		CwlO1	No Annotation	SHOCT	AG-917-J06_00983	AG-917-J06			96.2
Q4FLH2	OG0001591	Close sequence match		CwlO1	No Annotation	SHOCT	HTCC1062_01173	HTCC1062			100
A0A6H1Q4C5	OG0001593	Close sequence match	AcrA	AcrA	No Annotation	HlyD_D23,HlyD_3,Biotin_lipoyl_2	NP1_01235	NP1		COG0845	100
Q4FM42	OG0001593	Close sequence match	AcrA	AcrA	No Annotation	HlyD_D23,HlyD_3,Biotin_lipoyl_2	HTCC1002_00346	HTCC1002		COG0845	100
A0A381US28	OG0001594	Homologous structure reference	YcjU	YcjU	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	HAD_2,Epimerase	AG-909-G09_00218	AG-909-G09	K05306	COG0637	65.2
A0A381WVU7	OG0001594	Homologous structure reference	YcjU	YcjU	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	HAD_2,Epimerase	AG-909-G09_00218	AG-909-G09	K05306	COG0637	65.6
A0A382B1X2	OG0001594	Homologous structure reference	YcjU	YcjU	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	HAD_2,Epimerase	AG-892-M06_00586	AG-892-M06	K05306	COG0637	67.9
A0A382Q0R5	OG0001594	Homologous structure reference	YcjU	YcjU	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	HAD_2,Epimerase	AG-892-M06_00586	AG-892-M06	K05306	COG0637	69
E7C6G9	OG0001594	Homologous structure reference	YcjU	YcjU	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	HAD_2,Epimerase	AG-892-M06_00586	AG-892-M06	K05306	COG0637	69
A0A6H1Q2A1	OG0001595	Close sequence match			No Annotation	Methyltransf_21	NP1_00826	NP1			100
A0A381XQ68	OG0001596	Homologous structure reference	NirD	UlaG	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	Lactamase_B_3,Rieske,Lactamase_B_2	Uisw_094_00448	Uisw_094	K05710	COG2146	76
A0A382ATM5	OG0001596	Homologous structure reference	NirD	UlaG	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	Lactamase_B_3,Rieske,Lactamase_B_2	Uisw_094_00448	Uisw_094	K05710	COG2146	71
A0A382KLI4	OG0001596	Homologous structure reference	NirD	UlaG	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	Lactamase_B_3,Rieske,Lactamase_B_2	Uisw_094_00448	Uisw_094	K05710	COG2146	72
A0A7X1TJM3	OG0001596	Homologous structure reference	NirD	UlaG	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	Lactamase_B_3,Rieske,Lactamase_B_2	Uisw_094_00448	Uisw_094	K05710	COG2146	57
X1BSL1	OG0001596	Homologous structure reference	NirD	UlaG	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	Lactamase_B_3,Rieske,Lactamase_B_2	Uisw_094_00448	Uisw_094	K05710	COG2146	58.6
A0A6H1Q0G4	OG0001598	Close sequence match	IclR	IclR	No Annotation	HTH_IclR,IclR	NP1_00006	NP1		COG1414	100
Q1UZU2	OG0001598	Close sequence match	IclR	IclR	No Annotation	HTH_IclR,IclR	HTCC1002_00040	HTCC1002		COG1414	100
A0A1F7UUN6	OG0001599	Homologous structure reference	GCD1	YcjU	No Annotation	HAD_2,NTP_transferase	SAG-MED47_00203	SAG-MED47		COG1208	57.7
A0A382C785	OG0001599	Homologous structure reference	GCD1	YcjU	No Annotation	HAD_2,NTP_transferase	AG-899-O02_00874	AG-899-O02		COG1208	54.9
A0A9Q8X4J9	OG0001599	Homologous structure reference	GCD1	YcjU	No Annotation	HAD_2,NTP_transferase	AG-390-L03_01392	AG-390-L03		COG1208	68
Q1UZP8	OG0001600	Close sequence match	PrsW	PrsW	protease PrsW [EC:3.4.-.-]	PrsW-protease	HTCC1002_00081	HTCC1002	K24131	COG2339	100
A0A382SLJ5	OG0001601	Homologous structure reference	YgiN	HmoA	No Annotation	No Annotation	AG-916-D16_00296	AG-916-D16		COG1359	55
A0A9D9BX96	OG0001601	Homologous structure reference	HmoA	HmoA	No Annotation	No Annotation	AG-422-C21_00838	AG-422-C21		COG2329	58.1
A3PEQ3	OG0001601	Homologous structure reference		HmoA	No Annotation	No Annotation	AG-337-G06_01056	AG-337-G06			55.9
B3TCP9	OG0001601	Homologous structure reference	YgiN	HmoA	No Annotation	No Annotation	AG-916-D16_00296	AG-916-D16		COG1359	55
Q7V069	OG0001601	Homologous structure reference	HmoA	HmoA	No Annotation	No Annotation	AG-422-C21_00838	AG-422-C21		COG2329	57
A0A382NLN4	OG0001602	Homologous structure reference		AidA	No Annotation	No Annotation	AG-912-A14_00581	AG-912-A14			33.4
A0A382WZP9	OG0001602	Homologous structure reference		AidA	No Annotation	No Annotation	AG-891-N03_00001	AG-891-N03			32.4
E7C6H2	OG0001602	Homologous structure reference	AidA	AidA	No Annotation	No Annotation	AG-913-I09_00896	AG-913-I09		COG3468	40.6
A0A368C6Y4	OG0001603	Homologous structure reference	ERG3	ERG3	No Annotation	FA_hydroxylase	AG-895-F07_00874	AG-895-F07		COG3000	69.9
A0A381VTG3	OG0001603	Homologous structure reference	ERG3	ERG3	No Annotation	FA_hydroxylase	AG-439-D15_00352	AG-439-D15		COG3000	71.9
A0A382N5J1	OG0001603	Homologous structure reference	ERG3	ERG3	No Annotation	FA_hydroxylase	AG-895-F07_00874	AG-895-F07		COG3000	61.7
A0A840B1H4	OG0001603	Homologous structure reference	ERG3	ERG3	No Annotation	FA_hydroxylase	AG-457-M14_00741	AG-457-M14		COG3000	63.4
A0A937JEE1	OG0001603	Homologous structure reference	ERG3	ERG3	No Annotation	FA_hydroxylase	AG-422-B15_00141	AG-422-B15		COG3000	68.8
A0A966HQD0	OG0001604	Close sequence match	FadH	FadH	N-ethylmaleimide reductase [EC:1.-.-.-]	Oxidored_FMN,NAD_binding_8	ME-20_00184	ME-20	K10680	COG1902	95.6
A0A1L9NY06	OG0001605	Homologous structure reference			No Annotation	DUF2306	AG-447-C08_01323	AG-447-C08		COG5395	53.5
A0A2K9NFJ9	OG0001605	Homologous structure reference			No Annotation	DUF2306	HIMB1701_00434	HIMB1701		COG5395	56.6
A0A2U1CVV5	OG0001605	Homologous structure reference			No Annotation	DUF2306	HIMB1430_00147	HIMB1430		COG5395	55.5
Q4FM15	OG0001606	Close sequence match	MntP	MntP	No Annotation	No Annotation	HTCC1002_00313	HTCC1002		COG1971	100
A0A285NET3	OG0001607	Homologous structure reference	TesA	TesA	No Annotation	Lipase_GDSL_2	AG-918-B06_01120	AG-918-B06		COG2755	39.9
A0A2T6C715	OG0001607	Homologous structure reference	TesA	TesA	No Annotation	Lipase_GDSL_2	HIMB1573_01390	HIMB1573		COG2755	35.8
A0A7L4ZL48	OG0001607	Homologous structure reference	TesA	TesA	No Annotation	Lipase_GDSL_2	AG-333-A04_00419	AG-333-A04		COG2755	35.6
A9DND2	OG0001607	Homologous structure reference	TesA	TesA	No Annotation	Lipase_GDSL_2	AG-333-A04_00419	AG-333-A04		COG2755	35.8
A0A966HL82	OG0001608	Close sequence match			CBS domain-containing protein	CBS,DUF294,DUF294_C	ME-31_00061	ME-31	K07182	COG2905	89.5
A0A2K8KRS0	OG0001609	Homologous structure reference		DegQ	No Annotation	Neur_chan_LBD,PDZ	AG-337-E15_00261	AG-337-E15			31.9
A0A382RA14	OG0001610	Homologous structure reference		TPR	prolyl 4-hydroxylase [EC:1.14.11.2]	2OG-FeII_Oxy_3,TPR_8,ANAPC3,TPR_2,TPR_1,TPR_19	AG-916-O20_00644	AG-916-O20			65
A0A382TGB2	OG0001610	Homologous structure reference		TPR	prolyl 4-hydroxylase [EC:1.14.11.2]	2OG-FeII_Oxy_3,TPR_8,ANAPC3,TPR_2,TPR_1,TPR_19	HIMB1662_00066	HIMB1662			58
B6BTY1	OG0001610	Homologous structure reference		TPR	prolyl 4-hydroxylase [EC:1.14.11.2]	2OG-FeII_Oxy_3,TPR_8,ANAPC3,TPR_2,TPR_1,TPR_19	AG-390-M14_00593	AG-390-M14			58.8
J5KEZ8	OG0001610	Homologous structure reference	EGL9	TPR	prolyl 4-hydroxylase [EC:1.14.11.2]	2OG-FeII_Oxy_3,TPR_8,ANAPC3,TPR_2,TPR_1,TPR_19	MED602_01336	MED602	K00472	COG3751	69.3
A0A382EYD7	OG0001611	Homologous structure reference	Slr0479	AddB	No Annotation	PDDEXK_1	AG-404-B04_00574	AG-404-B04		COG2887	88.4
A0A382MXS8	OG0001611	Homologous structure reference		AddB	No Annotation	PDDEXK_1	AG-422-G03_01067	AG-422-G03			71.1
A0A382Q972	OG0001611	Homologous structure reference		AddB	No Annotation	PDDEXK_1	AG-917-I17_00638	AG-917-I17			70.6
A0A382T9T0	OG0001611	Homologous structure reference		AddB	No Annotation	PDDEXK_1	HIMB1701_00417	HIMB1701			69.8
A0A6H1Q4I0	OG0001612	Close sequence match	ManC	ManC	No Annotation	Cupin_2	NP1_00886	NP1		COG0662	100
Q1V1F1	OG0001612	Close sequence match	ManC	ManC	No Annotation	Cupin_2	HTCC1002_00888	HTCC1002		COG0662	100
Q4FNM4	OG0001612	Close sequence match	ManC	ManC	No Annotation	Cupin_2	HTCC1062_00394	HTCC1062		COG0662	100
A0A0J7LPI4	OG0001614	Homologous structure reference	SpoVK	SpoVK	stage V sporulation protein K	AAA,AAA_lid_6	HIMB1517_00366	HIMB1517	K06413	COG0464	43.5
A0A174SMS6	OG0001614	Homologous structure reference	SpoVK	SpoVK	stage V sporulation protein K	AAA,AAA_lid_6	HIMB1412_00711	HIMB1412	K06413	COG0464	47.5
A0A8J7C904	OG0001614	Homologous structure reference	SpoVK	SpoVK	stage V sporulation protein K	AAA,AAA_lid_6	HIMB1564_00424	HIMB1564	K06413	COG0464	45.8
A0A964BN58	OG0001614	Homologous structure reference	SpoVK	SpoVK	stage V sporulation protein K	AAA,AAA_lid_6	HIMB2211_01010	HIMB2211	K06413	COG0464	48.5
A0A845S555	OG0001619	Close sequence match	SerC	SerC	phosphoserine aminotransferase [EC:2.6.1.52]	Aminotran_5	MKE-138_00122	MKE-138	K00831	COG1932	95.6
Q1V123	OG0001620	Close sequence match	HupE	HupE	No Annotation	HupE_UreJ_2	HTCC1002_01016	HTCC1002		COG2370	100
A0A6H1Q5H9	OG0001621	Close sequence match	SpoIVFB	EmrA	putative peptide zinc metalloprotease protein	HlyD_D23,Biotin_lipoyl_2,HlyD_3	NP1_01234	NP1	K16922	COG1994	100
Q1UYZ5	OG0001621	Close sequence match	EmrA	EmrA	putative peptide zinc metalloprotease protein	HlyD_D23,Biotin_lipoyl_2,HlyD_3	HTCC1002_00345	HTCC1002	K16922	COG1566	100
Q4FM41	OG0001621	Close sequence match	EmrA	EmrA	putative peptide zinc metalloprotease protein	HlyD_D23,Biotin_lipoyl_2,HlyD_3	HTCC1062_00942	HTCC1062	K16922	COG1566	100
A0A6M1TBL5	OG0001622	Homologous structure reference	MngR	MngR	No Annotation	UTRA,GntR,Methyltransf_23	AG-907-B09_00281	AG-907-B09		COG2188	33.8
A0A8F6TYC0	OG0001622	Homologous structure reference	MngR	MngR	No Annotation	UTRA,GntR,Methyltransf_23	AG-900-M14_00869	AG-900-M14		COG2188	33.3
Q1V2I1	OG0001623	Close sequence match	AzoR	AzoR	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	Flavodoxin_2	HTCC1002_00496	HTCC1002	K01118	COG1182	100
A0A381WCE3	OG0001624	Homologous structure reference			serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	Peptidase_C14,MORN,Peptidase_S11	AH-324-K09_00960	AH-324-K09		COG4249	40.1
A0A917BYT9	OG0001624	Homologous structure reference			serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	Peptidase_C14,MORN,Peptidase_S11	AG-333-N15_01045	AG-333-N15		COG4249	32.9
A0A101HHC3	OG0001625	Homologous structure reference		TrmR	No Annotation	Methyltransf_24	HIMB1490_01002	HIMB1490			60.3
A0A382IUR8	OG0001625	Homologous structure reference		TrmR	No Annotation	Methyltransf_24	HIMB1490_01002	HIMB1490			61.7
A0A6J6LV59	OG0001625	Homologous structure reference		TrmR	No Annotation	Methyltransf_24	HIMB1490_01002	HIMB1490			58.5
A0A1G5QJ46	OG0001626	Homologous structure reference	UbiG	TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_11,Methyltransf_31,TPR_8,TPR_12,Methyltransf_25,2OG-FeII_Oxy_5,TPR_17,Radical_SAM,SPASM,Fer4_14,TPR_16	HIMB1662_00001	HIMB1662		COG2227	35.4
A0A382H5K2	OG0001626	Homologous structure reference	BepA	TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_11,Methyltransf_31,TPR_8,TPR_12,Methyltransf_25,2OG-FeII_Oxy_5,TPR_17,Radical_SAM,SPASM,Fer4_14,TPR_16	Uisw_101_00547	Uisw_101		COG4783	45
A0A383DFI6	OG0001626	Homologous structure reference	BepA	TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_11,Methyltransf_31,TPR_8,TPR_12,Methyltransf_25,2OG-FeII_Oxy_5,TPR_17,Radical_SAM,SPASM,Fer4_14,TPR_16	Uisw_101_00547	Uisw_101		COG4783	44.8
Q46I25	OG0001626	Homologous structure reference	UbiG	TPR	protein O-GlcNAc transferase [EC:2.4.1.255]	TPR_1,TPR_11,Methyltransf_31,TPR_8,TPR_12,Methyltransf_25,2OG-FeII_Oxy_5,TPR_17,Radical_SAM,SPASM,Fer4_14,TPR_16	ARS1_00624	ARS1		COG2227	38.6
A0A1H9ZTJ8	OG0001627	Homologous structure reference	PpsA	PpsA	glutamine kinase [EC:2.7.3.13]	PEP-utilizers,PPDK_N,Methyltransf_21	HIMB1494_00020	HIMB1494	K22424	COG0574	56.4
A0A381DJM5	OG0001627	Homologous structure reference	PpsA	PpsA	glutamine kinase [EC:2.7.3.13]	PEP-utilizers,PPDK_N,Methyltransf_21	HIMB1494_00020	HIMB1494	K22424	COG0574	56.5
A0A4Q0XR93	OG0001627	Homologous structure reference	PpsA	PpsA	glutamine kinase [EC:2.7.3.13]	PEP-utilizers,PPDK_N,Methyltransf_21	HIMB1494_00020	HIMB1494	K22424	COG0574	61
A0A7Y3ZX52	OG0001627	Homologous structure reference	PpsA	PpsA	glutamine kinase [EC:2.7.3.13]	PEP-utilizers,PPDK_N,Methyltransf_21	HIMB1494_00020	HIMB1494	K22424	COG0574	59.2
W5ZS54	OG0001627	Homologous structure reference	PpsA	PpsA	glutamine kinase [EC:2.7.3.13]	PEP-utilizers,PPDK_N,Methyltransf_21	HIMB1494_00020	HIMB1494	K22424	COG0574	56.5
A0A382B7I0	OG0001629	Homologous structure reference			No Annotation	No Annotation	RIS-SAG-41_00932	RIS-SAG-41			52.4
A0A382IVP2	OG0001629	Homologous structure reference			No Annotation	No Annotation	AG-895-G15_00249	AG-895-G15			47.6
A0A382XDS8	OG0001629	Homologous structure reference			No Annotation	No Annotation	RIS-SAG-41_00932	RIS-SAG-41			48.6
A0A382XXD9	OG0001629	Homologous structure reference			No Annotation	No Annotation	AG-464-P13_01083	AG-464-P13			79.5
A0A383E1M4	OG0001629	Homologous structure reference			No Annotation	No Annotation	AG-464-P13_01083	AG-464-P13			80.8
A0A6H1Q1G9	OG0001630	Close sequence match	NfnB	NfnB	No Annotation	Nitroreductase	NP1_00045	NP1		COG0778	100
A0A382R5P3	OG0001631	Close sequence match			No Annotation	No Annotation	AG-410-L19_00430	AG-410-L19			92.3
Q1UZM3	OG0001631	Close sequence match			No Annotation	No Annotation	HTCC1002_00105	HTCC1002			100
A0A6H1Q326	OG0001632	Close sequence match			No Annotation	No Annotation	NP1_00777	NP1			100
Q1UZM4	OG0001632	Close sequence match			No Annotation	No Annotation	HTCC1002_00104	HTCC1002			100
Q4FLH1	OG0001632	Close sequence match			No Annotation	No Annotation	HTCC1040_01016	HTCC1040			100
A0A382SDP9	OG0001633	Homologous structure reference	YokD	YokD	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	Antibiotic_NAT	AG-915-G13_00283	AG-915-G13	K00662	COG2746	55.2
A0A4S5CB31	OG0001633	Homologous structure reference	YokD	YokD	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	Antibiotic_NAT	AG-916-N14_00200	AG-916-N14	K00662	COG2746	54.8
A0AAX3NUQ4	OG0001633	Homologous structure reference	YokD	YokD	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	Antibiotic_NAT	AG-916-N14_00200	AG-916-N14	K00662	COG2746	53.6
A0A383CJH9	OG0001635	Homologous structure reference		ManC	No Annotation	No Annotation	AG-325-E20_00403	AG-325-E20			80.1
A0A4Q7AMX6	OG0001635	Homologous structure reference	ManC	ManC	No Annotation	No Annotation	AG-359-M21_01250	AG-359-M21		COG0662	69.7
A0A4U1CKM9	OG0001635	Homologous structure reference	ManC	ManC	No Annotation	No Annotation	AG-359-M21_01250	AG-359-M21		COG0662	70.7
A0A6H1Q3X2	OG0001636	Close sequence match	HemY	Glf	UDP-galactopyranose mutase [EC:5.4.99.9]	NAD_binding_8,GLF,Amino_oxidase	NP1_00682	NP1		COG1232	100
A0A845SE25	OG0001637	Close sequence match	LivK	LivK	No Annotation	Peripla_BP_6	MKE-138_00303	MKE-138		COG0683	96.7
A0A382BG85	OG0001638	Close sequence match			No Annotation	DUF1015	AG-439-G19_00442	AG-439-G19		COG4198	85.8
A0A6H1Q412	OG0001639	Close sequence match		UbiG	No Annotation	Methyltransf_21	NP1_00722	NP1			100
A0A2S5KJT4	OG0001640	Homologous structure reference		PspF	No Annotation	DUF1479	AG-918-B06_00551	AG-918-B06			52.9
A0A381T8W5	OG0001640	Homologous structure reference		PspF	No Annotation	DUF1479	AG-913-M13_00337	AG-913-M13			57
A0A381U8B8	OG0001640	Homologous structure reference		PspF	No Annotation	DUF1479	AG-426-K09_00195	AG-426-K09			52.7
A0A381WDD0	OG0001640	Homologous structure reference		PspF	No Annotation	DUF1479	HIMB2250_00241	HIMB2250			56.2
A0A383F4Q7	OG0001642	Homologous structure reference			No Annotation	DUF2938	AG-913-L03_00577	AG-913-L03			36.1
A0A423D758	OG0001642	Homologous structure reference			No Annotation	DUF2938	AG-908-F18_00569	AG-908-F18			36.1
A0A9Q3W5T6	OG0001642	Homologous structure reference			No Annotation	DUF2938	AG-905-O08_01279	AG-905-O08			36.7
D5BQG2	OG0001642	Homologous structure reference			No Annotation	DUF2938	AG-918-B06_00952	AG-918-B06			45.2
A0A6H1Q4R9	OG0001644	Close sequence match	TolC	TolC	No Annotation	OEP,SPOR,He_PIG	NP1_01238	NP1		COG1538	100
Q4FM47	OG0001644	Close sequence match	TolC	TolC	No Annotation	OEP,SPOR,He_PIG	HTCC1062_00937	HTCC1062		COG1538	100
A0A1X6YTL9	OG0001645	Homologous structure reference	PhnI	PhnI	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	PhnI	AG-900-M14_00866	AG-900-M14	K06164	COG3626	72.9
A0A4S3MCY0	OG0001645	Homologous structure reference	PhnI	PhnI	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	PhnI	AG-900-M14_00866	AG-900-M14	K06164	COG3626	72.9
A0A4U7N8X3	OG0001645	Homologous structure reference	PhnI	PhnI	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	PhnI	AG-900-M14_00866	AG-900-M14	K06164	COG3626	73.2
A0A381IKV8	OG0001646	Homologous structure reference	YcjR	YcjR	No Annotation	AP_endonuc_2	AG-901-I06_00869	AG-901-I06		COG1082	79.1
A0A381SZI6	OG0001646	Homologous structure reference	YcjR	YcjR	No Annotation	AP_endonuc_2	AG-422-G03_00353	AG-422-G03		COG1082	80.3
A0A8E2BCL0	OG0001646	Homologous structure reference	YcjR	YcjR	No Annotation	AP_endonuc_2	AG-901-I06_00869	AG-901-I06		COG1082	79.7
A0A967KEW7	OG0001646	Homologous structure reference	YcjR	YcjR	No Annotation	AP_endonuc_2	AG-901-I06_00869	AG-901-I06		COG1082	80.6
A0A0G0TRB0	OG0001647	Homologous structure reference		PepN	No Annotation	Sulfotransfer_3,Sulfotransfer_1	AG-917-D03_01337	AG-917-D03			36.2
A0A382C375	OG0001647	Homologous structure reference		PepN	No Annotation	Sulfotransfer_3,Sulfotransfer_1	HIMB1564_00149	HIMB1564			45.8
Q1YPT4	OG0001647	Homologous structure reference		PepN	No Annotation	Sulfotransfer_3,Sulfotransfer_1	HIMB1695_01499	HIMB1695			40.6
A0A966LWU9	OG0001649	Close sequence match	TrmB	TrmB	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	Methyltransf_4,Methyltransf_23,Methyltransf_12,Methyltransf_31	ME-33_01214	ME-33	K03439	COG0220	93.2
A0A6H1Q1W1	OG0001650	Close sequence match		ManC	No Annotation	MannoseP_isomer,Cupin_2,Cupin_1	NP1_00677	NP1			100
A0A2K9LQP7	OG0001651	Homologous structure reference	FabH	FabH	beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]	ACP_syn_III_C,ACP_syn_III	AG-426-I21_01111	AG-426-I21	K16872	COG0332	62.6
A0A6N6VKN1	OG0001651	Homologous structure reference	FabH	FabH	beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]	ACP_syn_III_C,ACP_syn_III	AG-422-B15_00553	AG-422-B15	K16872	COG0332	62.2
