genome	Clade1	Clade2	Subclade	Subgroup	Family	Genus	Species	Order	reference	type_strain_Freel_2024	type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source	completeness	contamination	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	N_ARSC	C_ARSC	S_ARSC	GC	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_bac120_crown_node	Family_SAR11_165_crown_node	Subclade_bac120_crown_node	Subclade_SAR11_165_crown_node	Genus_bac120_crown_node	Genus_SAR11_165_crown_node	Family_bac120_crown_support	Family_SAR11_165_crown_support	Subclade_bac120_crown_support	Subclade_SAR11_165_crown_support	Genus_bac120_crown_support	Genus_SAR11_165_crown_support	Family_dual_tree_support	Subclade_dual_tree_support	Genus_dual_tree_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
SAG-MED11	I	Ia	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	90.39	0.05	0.962	240570	289.51915240423796	1103870	1227	27	393436	0.342141	3.152025	0.031445	28.65	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-G19	I	Ia	Ia.4.N2	Ia.4.N2	Pelagibacteraceae	Pantolocipelagibacter	undulae	Pelagibacterales	Pachiadaki et al., (2019)	TRUE	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	94.48	0.02	0.963	201226	299.89456342668865	1130393	1214	11	469734	0.341791	3.148728	0.031635	28.8	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-F11	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	oceanicus	Pelagibacterales	Pachiadaki et al., (2019)	TRUE	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	97.3	0	0.963	953439	305.2253184713376	1190016	1256	4	953439	0.34358	3.144254	0.031613	29.5	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-K05	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	90.29	0	0.964	150726	300.64330637915543	1038353	1113	23	219023	0.342772	3.14802	0.03175	29.53	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-C08	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.07	0	0.965	89735	299.1337359792925	1073849	1159	23	238059	0.33995	3.152194	0.031572	29.39	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-G02	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.51	0	0.961	102778	295.9038095238095	966357	1050	26	179533	0.345389	3.152654	0.031119	29.36	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	766	772	766	772	766	772	1	1	1	1	1	1	1	1	1	NA	NA	NA
AG-900-K21	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	92.48	0.01	0.964	102895	303.86235489220564	1137313	1206	22	231643	0.342233	3.139973	0.031833	29.46	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-908-F20	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.14	0.02	0.963	116340	301.00884173297965	1057415	1131	27	384228	0.339598	3.130009	0.03209	29.71	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-894-L13	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	92.11	0	0.965	697776	301.84698996655516	1118671	1196	11	697776	0.343226	3.148457	0.031553	29.44	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-895-J19	I	Ia	Ia.4.N3	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	90	0.01	0.964	163536	303.3486556808326	1084956	1153	16	451347	0.343076	3.144698	0.031422	29.58	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-M18	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.14	0	0.964	91664	297.4412296564195	1020573	1106	33	236310	0.343087	3.15356	0.031611	29.03	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-K09	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Pelagibacterales	Pachiadaki et al., (2019)	TRUE	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	97.68	0	0.964	311062	302.7892595606184	1153653	1229	9	317696	0.345386	3.15474	0.031157	28.93	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-901-I21	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	bermudensis	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	85.65	0.03	0.966	256255	299.9760147601476	1006321	1084	18	264700	0.347618	3.160762	0.030817	28.78	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-M15	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	89.37	0	0.964	87314	298.08601216333625	1063557	1151	26	183884	0.348143	3.157793	0.030877	28.82	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-909-A17	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.8	0.08	0.968	93975	299.36267605633805	1050305	1136	21	226727	0.344839	3.162568	0.030937	28.75	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	972	973	972	973	972	973	1	1	1	1	1	1	1	1	1	NA	NA	NA
AG-920-I06	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.03	0.03	0.964	76802	294.6965452847806	978849	1071	28	173499	0.345634	3.154589	0.03129	28.88	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	972	973	972	973	972	973	1	1	1	1	1	1	1	1	1	NA	NA	NA
AG-917-B07	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	95.78	0.05	0.965	247391	299.865811965812	1086696	1170	19	298391	0.34710800000000003	3.161863	0.030866	28.84	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-L19	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	92.32	0.03	0.965	124969	298.19827586206895	1071527	1160	25	185866	0.346726	3.161788	0.031184	28.85	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-B10	I	Ib	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	91.68	0.01	0.964	163214	301.7269338303821	1004259	1073	17	427293	0.347522	3.156662	0.031029	28.94	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-F16	I	Ib	Ib.4.N9	Ib.4.N9	Pelagibacteraceae	Amplipelagibacter	globalis	Pelagibacterales	Pachiadaki et al., (2019)	TRUE	SAG	90	26.14	-44.83	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	92.82	0.01	0.964	264091	300.3941176470588	1108048	1190	13	369959	0.344171	3.169337	0.031231	29.49	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-J04	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	90	26.14	-44.83	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.92	0.04	0.967	165702	295.4743119266055	995137	1090	26	254759	0.342669	3.154102	0.031856	29.68	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	981	980	NA	NA	NA	NA	0.82	1	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
AG-907-E04	I	Ib	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	88.96	0	0.964	91136	301.047229791099	1027610	1101	26	180523	0.344805	3.15716	0.031576	29.65	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-A09	I	Ib	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	86.61	0.07	0.963	92585	301.4671179883946	967393	1034	25	132485	0.344143	3.151938	0.031396	29.74	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-453-K22	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	51	-30	156	0-100m	southern_temperate	AUSE	Coastal - East Australian Coastal Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst AUSE; inferred waterbody South Pacific Ocean	85.77	0.01	0.963	63070	294.2668539325843	975459	1068	33	184123	0.345171	3.156669	0.03157	29.68	NA	Dual-tree crown interpolation (provisional)	NA	NA	NA	topology_provisional	NA	NA	982	980	NA	NA	NA	NA	0.84	1	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA
AG-916-O13	I	Ib	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	93.09	0.01	0.966	335405	301.77402597402596	1078715	1155	13	386053	0.345004	3.154525	0.031657	29.72	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-K07	I	Ib	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	92.12	0	0.964	299128	298.1164797238999	1070994	1159	12	469591	0.346977	3.167703	0.031288	29.51	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-C21	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	14	-23.46	-88.77	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean	86.58	0.4	0.965	46875	293.3312883435583	1036643	1141	45	111441	0.341477	3.15856	0.03229	28.89	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
SAG-MED15	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0	41.670417	2.800167	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea	94.71	0.06	0.962	199546	298.3552833078101	1210916	1306	33	280058	0.341178	3.153098	0.0317	28.88	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-422-N15	I	Ib	NA	NA	Pelagibacteraceae	NA	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	57.7	24	-22	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean	88.32	0	0.966	79845	292.96247818499126	1039097	1146	32	307252	0.346301	3.15972	0.032097	29.08	NA	Dual-tree crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	548	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
AG-349-I05	I	Ib	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	5	23.75	-158	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean	92.82	0.1	0.966	193889	305.7641196013289	1139341	1204	20	265544	0.344426	3.153948	0.031284	29.26	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-I18	I	Ib	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	89.9	26.14	-44.83	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	91.01	0.01	0.964	138819	306.62640901771334	1181295	1242	23	213914	0.34347	3.153381	0.032037	29.34	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-L20	I	Ib	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean	87.04	0.01	0.966	127263	305.46526655896605	1170260	1238	22	200049	0.341203	3.153838	0.031927	29.36	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	860	861	860	861	860	861	0.98	1	0.98	1	0.98	1	0.98	0.98	0.98	NA	NA	NA
AH-324-E14	I	Ib	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Pelagibacterales	Pachiadaki et al., (2019)	NA	SAG	100	-3	-166	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean	85.19	0	0.967	96315	304.0379981464319	1014264	1079	27	229144	0.342392	3.154484	0.032348	29.32	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	Dual-tree crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	860	861	860	861	860	861	0.98	1	0.98	1	0.98	1	0.98	0.98	0.98	NA	NA	NA
